product_id,warehouse_id,inventory_level,lead_time_days,average_daily_demand,demand_std,safety_stock,reorder_point,days_of_inventory,stockout_risk,overstock
P005,W001,639.0,4.0,82.69883641341546,20.534793194036677,67.76481754032103,398.5601631939829,7.726831811823908,LOW,False
P005,W002,878.0,8.0,81.89253935660507,20.20002930757039,94.27161284343016,749.4119276962707,10.721367378494714,MEDIUM,False
P005,W003,1318.0,12.0,81.94934976043805,20.06629853524723,114.69430032354737,1098.086497448804,16.08310503808633,MEDIUM,False
P005,W004,983.0,12.0,81.69130732375086,20.174440964280546,115.3124173226281,1095.6081052076383,12.0331040376704,HIGH,False
P006,W001,766.0,10.0,96.88158795345653,23.622234051551192,123.25510399040705,1092.0709835249722,7.906559091165998,HIGH,False
P006,W002,1748.0,11.0,96.21492128678987,23.634553800888387,129.3384626242745,1187.7025967789632,18.167660240449596,MEDIUM,False
P006,W003,1308.0,5.0,97.12251882272416,22.910742068827396,84.52946152342267,570.1420556370434,13.46752551164233,LOW,False
P006,W004,1404.0,7.0,96.66392881587953,23.510999889130847,102.63702698882717,779.2845286999839,14.524549303952531,LOW,False
P007,W001,640.0,4.0,144.55441478439425,35.748885642414244,117.971322619967,696.1889817575441,4.427398505639364,HIGH,False
P007,W002,2608.0,14.0,144.09445585215605,35.993558832943265,222.21468271788157,2239.5370646480665,18.099239034400206,MEDIUM,False
P007,W003,1550.0,10.0,145.58726899383984,35.827823839833485,186.9409194529033,1642.8136093913017,10.64653530979817,HIGH,False
P007,W004,868.0,5.0,144.42710472279262,34.35100332180072,126.73844456273136,848.8739681766945,6.009952229299363,MEDIUM,False
P008,W001,1177.0,5.0,87.94524298425736,21.052016781640635,77.67167196890442,517.3978868901912,13.383327625926157,LOW,False
P008,W002,1276.0,10.0,87.63107460643396,20.815763080212918,108.61161723705983,984.9223633013994,14.561044763295815,MEDIUM,False
P008,W003,1193.0,11.0,87.72484599589322,20.94908027683898,114.64239431916072,1079.615700273986,13.59933991854314,MEDIUM,False
P008,W004,1062.0,5.0,88.5763175906913,21.938655766512486,80.94293728766797,523.8245252411245,11.989660768101384,LOW,False
P009,W001,874.0,12.0,54.28952772073922,13.104075748222597,74.89985244110386,726.3741850899746,16.098869094897687,MEDIUM,False
P009,W002,725.0,7.0,54.59069130732375,13.604925412536122,59.39216125780313,441.5270004090694,13.280652481913814,LOW,False
P009,W003,561.0,6.0,54.44284736481862,13.150354903147743,53.149238091211124,379.80632228012286,10.304383902641405,MEDIUM,False
P009,W004,529.0,12.0,54.02190280629706,12.843774119670686,73.41202880948592,721.6748624850507,9.792324455819376,HIGH,False
P010,W001,537.0,11.0,35.26694045174538,8.543518460654697,46.753814453719514,434.69015942291867,15.226724890829695,MEDIUM,False
P010,W002,398.0,3.0,35.379192334017795,8.56313888515228,24.472456175231564,130.61003317728495,11.249550194432084,LOW,False
P010,W003,327.0,10.0,35.332648870636554,8.696414496904257,45.37578752375587,398.7022762301214,9.254896263148717,HIGH,False
P010,W004,301.0,8.0,35.20602327173169,8.636533860294081,40.30588094650376,321.95406712035725,8.549673380511704,HIGH,False
P011,W001,419.0,11.0,23.35318275154004,5.706026476526856,31.225835629680848,288.11084589662124,17.941879890969844,MEDIUM,False
P011,W002,255.0,9.0,23.64681724845996,5.84981897039916,28.956603903475845,241.7779591396155,10.783692254254948,MEDIUM,False
P011,W003,301.0,6.0,23.409308692676248,5.676027057009485,22.940560592242456,163.39641274829995,12.858132803134412,LOW,False
P011,W004,313.0,6.0,23.32991101984942,5.760457012432011,23.281797603397802,163.2612637224943,13.416253483937215,LOW,False
P012,W001,491.0,14.0,27.941820670773442,6.9982412055143355,43.205284486713495,434.3907738775417,17.572226440976902,MEDIUM,False
P012,W002,231.0,3.0,28.093086926762492,6.730086820765489,19.23380631631061,103.51306709659808,8.222663483091317,LOW,False
P012,W003,176.0,3.0,27.836413415468858,6.782729014270393,19.384251590035014,102.8934918364416,6.3226536182350195,LOW,False
P012,W004,472.0,14.0,28.077344284736483,6.688789440191884,41.29481138882467,434.3776313751354,16.810706711196705,MEDIUM,False
P013,W001,534.0,10.0,50.322381930184804,12.147922707333326,63.38492258150639,566.6087418833545,10.611580364793733,HIGH,False
P013,W002,688.0,11.0,49.38809034907597,11.821820803250258,64.69409750627833,607.9630913461141,13.93048395143855,MEDIUM,False
P013,W003,547.0,10.0,49.88021902806297,12.074030728558935,62.99937210782896,561.8015623884587,10.966271012006862,HIGH,False
P013,W004,518.0,10.0,50.0082135523614,12.252701727155438,63.93163416500877,564.0137696886227,10.358298431469162,HIGH,False
P014,W001,1495.0,5.0,124.47022587268994,30.29274919828247,111.76546661397457,734.1165959774243,12.010904531732022,LOW,False
P014,W002,786.0,9.0,124.0082135523614,29.501635680650256,146.03309661921875,1262.1070185904712,6.33828983971387,HIGH,False
P014,W003,663.0,4.0,124.63997262149213,30.503745846767433,100.66236129433253,599.2222517803011,5.319320809010483,MEDIUM,False
P014,W004,881.0,10.0,123.96167008898016,29.99586562293488,156.5111719987524,1396.1278728885538,7.107035580979304,HIGH,False
P015,W001,611.0,11.0,69.056810403833,16.54181676462119,90.52394927244765,850.1488637146107,8.847787733417912,HIGH,False
P015,W002,653.0,5.0,69.71526351813826,16.826177208985456,62.08038546723612,410.6567030579274,9.366671902919867,LOW,False
P015,W003,995.0,12.0,69.22655715263518,17.354601647521683,99.19487093546611,929.9135567670884,14.373096697646826,MEDIUM,False
P015,W004,441.0,4.0,68.67419575633129,16.73170473305041,55.214625619066354,329.9114086443915,6.421625985468389,MEDIUM,False
